,"x",,,,,,"zeros",,,,
"4439",1.0075040285,-1,1,-1,-1,-1,1,1,,,
"4440",0.939796658,-1,1,-1,-1,-1,1,1,,,
"4441",0.3080651221,0,-1,-1,-1,-1,0,,,,
"4442",0.1716677337,0,-1,-1,-1,-1,0,,,,
"4443",0.4900139214,0,-1,-1,-1,-1,0,,,,
"4444",1.0253382276,-1,1,-1,-1,-1,1,1,,,
"4445",0.7929818323,0,-1,-1,-1,-1,0,,,,
"4446",0.6474592665,0,-1,-1,-1,-1,0,,,,
"4447",0.9332214006,-1,1,-1,-1,-1,1,1,,,
"4448",0.7175790507,0,-1,-1,-1,-1,0,,,,
"4449",0.7026906034,0,-1,-1,-1,-1,0,,,,
"4450",1.290761835,-1,-1,2,-1,-1,2,,2,,
"4451",0.6839914847,0,-1,-1,-1,-1,0,,,,
"4452",0.8024276735,-1,1,-1,-1,-1,1,1,,,
"4453",0.7918616786,0,-1,-1,-1,-1,0,,,,
"4454",0.8850345425,-1,1,-1,-1,-1,1,1,,,
"4455",0.7640058739,0,-1,-1,-1,-1,0,,,,
"4456",0.7275051644,0,-1,-1,-1,-1,0,,,,
"4457",0.7500779716,0,-1,-1,-1,-1,0,,,,
"4458",0.9854114938,-1,1,-1,-1,-1,1,1,,,
"4459",1.0142278435,-1,1,-1,-1,-1,1,1,,,
"4460",0.8922386299,-1,1,-1,-1,-1,1,1,,,
"4461",0.9239366145,-1,1,-1,-1,-1,1,1,,,
"4462",0.9479502392,-1,1,-1,-1,-1,1,1,,,
"4463",1.1410197819,-1,1,-1,-1,-1,1,1,,,
"4464",1.6626703142,-1,-1,2,-1,-1,2,,2,,
"4465",0.7661476759,0,-1,-1,-1,-1,0,,,,
"4466",1.4428516204,-1,-1,2,-1,-1,2,,2,,
"4467",0.2473574798,0,-1,-1,-1,-1,0,,,,
"4468",0.6512666475,0,-1,-1,-1,-1,0,,,,
"4469",0.3390867793,0,-1,-1,-1,-1,0,,,,
"4470",0.3578174066,0,-1,-1,-1,-1,0,,,,
"4471",0.7587228765,0,-1,-1,-1,-1,0,,,,
"4472",6.6847541721,-1,-1,-1,-1,4,4,,,,4
"4473",0.7832167737,0,-1,-1,-1,-1,0,,,,
"4474",0.2453547234,0,-1,-1,-1,-1,0,,,,
"4475",-0.0332033232,0,-1,-1,-1,-1,0,,,,
"4476",1.476249983,-1,-1,2,-1,-1,2,,2,,
"4477",3.8311320861,-1,-1,-1,-1,4,4,,,,4
"4478",0.7564343337,0,-1,-1,-1,-1,0,,,,
"4479",1.4647234431,-1,-1,2,-1,-1,2,,2,,
"4480",0.5938864457,0,-1,-1,-1,-1,0,,,,
"4481",0.9080876222,-1,1,-1,-1,-1,1,1,,,
"4482",0.7270248919,0,-1,-1,-1,-1,0,,,,
"4483",0.5008701771,0,-1,-1,-1,-1,0,,,,
"4484",0.8744685476,-1,1,-1,-1,-1,1,1,,,
"4485",0.719340532,0,-1,-1,-1,-1,0,,,,
"4486",0.7231827119,0,-1,-1,-1,-1,0,,,,
"4487",0.8331651131,-1,1,-1,-1,-1,1,1,,,
"4488",0.5975422284,0,-1,-1,-1,-1,0,,,,
"4489",0.6618987426,0,-1,-1,-1,-1,0,,,,
"4490",0.802907946,-1,1,-1,-1,-1,1,1,,,
"4491",0.3781137266,0,-1,-1,-1,-1,0,,,,
"4492",0.7568017865,0,-1,-1,-1,-1,0,,,,
"4493",1.3523396794,-1,-1,2,-1,-1,2,,2,,
"4494",0.9954972162,-1,1,-1,-1,-1,1,1,,,
"4495",1.0992360749,-1,1,-1,-1,-1,1,1,,,
"4496",0.9590890952,-1,1,-1,-1,-1,1,1,,,
"4497",1.1315069207,-1,1,-1,-1,-1,1,1,,,
"4498",1.1848171675,-1,-1,2,-1,-1,2,,2,,
"4499",1.014320432,-1,1,-1,-1,-1,1,1,,,
"4500",1.5003561963,-1,-1,2,-1,-1,2,,2,,
"4501",1.1276647407,-1,1,-1,-1,-1,1,1,,,
"4502",1.058025229,-1,1,-1,-1,-1,1,1,,,
"4503",1.0109585246,-1,1,-1,-1,-1,1,1,,,
"4504",1.1334280106,-1,1,-1,-1,-1,1,1,,,
"4505",1.8345332637,-1,-1,-1,3,-1,3,,,3,
"4506",2.3050180671,-1,-1,-1,3,-1,3,,,3,
"4507",0.386281106,0,-1,-1,-1,-1,0,,,,
"4508",0.9397856068,-1,1,-1,-1,-1,1,1,,,
"4509",1.0819462651,-1,1,-1,-1,-1,1,1,,,
"4510",0.7568017865,0,-1,-1,-1,-1,0,,,,
"4511",1.3248716688,-1,-1,2,-1,-1,2,,2,,
"4512",1.3704975557,-1,-1,2,-1,-1,2,,2,,
"4513",1.7436692838,-1,-1,-1,3,-1,3,,,3,
"4514",1.2177709025,-1,-1,2,-1,-1,2,,2,,
"4515",1.9034539158,-1,-1,-1,3,-1,3,,,3,
"4516",2.3659563278,-1,-1,-1,3,-1,3,,,3,
"4517",0.798105221,-1,1,-1,-1,-1,1,1,,,
"4518",0.6977282697,0,-1,-1,-1,-1,0,,,,
"4519",1.6064038289,-1,-1,2,-1,-1,2,,2,,
"4520",0.6919649998,0,-1,-1,-1,-1,0,,,,
"4521",0.799065766,-1,1,-1,-1,-1,1,1,,,
"4522",1.3820814453,-1,-1,2,-1,-1,2,,2,,
"4523",0.6409531502,0,-1,-1,-1,-1,0,,,,
"4524",1.4207027396,-1,-1,2,-1,-1,2,,2,,
"4525",1.9273962135,-1,-1,-1,3,-1,3,,,3,
"4526",2.0218358423,-1,-1,-1,3,-1,3,,,3,
"4527",1.9421106083,-1,-1,-1,3,-1,3,,,3,
"4528",1.9180969836,-1,-1,-1,3,-1,3,,,3,
"4529",1.8009104949,-1,-1,-1,3,-1,3,,,3,
"4530",2.8964120544,-1,-1,-1,-1,4,4,,,,4
"4531",2.1284563361,-1,-1,-1,3,-1,3,,,3,
"4532",0.7481568816,0,-1,-1,-1,-1,0,,,,
"4533",1.4382357073,-1,-1,2,-1,-1,2,,2,,
"4534",0.2103836157,0,-1,-1,-1,-1,0,,,,
"4535",0.8235596632,-1,1,-1,-1,-1,1,1,,,
"4536",0.7683283264,0,-1,-1,-1,-1,0,,,,
"4537",1.0199911134,-1,1,-1,-1,-1,1,1,,,
"4538",0.6078143481,0,-1,-1,-1,-1,0,,,,
"4539",0.6716905898,0,-1,-1,-1,-1,0,,,,
"4540",0.6784144047,0,-1,-1,-1,-1,0,,,,
"4541",0.4053211253,0,-1,-1,-1,-1,0,,,,
"4542",0.754400424,0,-1,-1,-1,-1,0,,,,
"4543",0.167982149,0,-1,-1,-1,-1,0,,,,
"4544",0.7649664189,0,-1,-1,-1,-1,0,,,,
"4545",0.8302834781,-1,1,-1,-1,-1,1,1,,,
"4546",0.4628207577,0,-1,-1,-1,-1,0,,,,
"4547",0.2615865826,0,-1,-1,-1,-1,0,,,,
"4548",0.7342289793,0,-1,-1,-1,-1,0,,,,
"4549",0.7707296888,0,-1,-1,-1,-1,0,,,,
"4550",1.009905391,-1,1,-1,-1,-1,1,1,,,
"4551",0.4338888724,0,-1,-1,-1,-1,0,,,,
"4552",0.6604060599,0,-1,-1,-1,-1,0,,,,
"4553",1.3484974995,-1,-1,2,-1,-1,2,,2,,
"4554",0.8355664756,-1,1,-1,-1,-1,1,1,,,
"4555",0.047226209,0,-1,-1,-1,-1,0,,,,
"4556",0.9167325271,-1,1,-1,-1,-1,1,1,,,
"4557",0.7764929588,0,-1,-1,-1,-1,0,,,,
"4558",1.8298431891,-1,-1,-1,3,-1,3,,,3,
"4559",1.7385914152,-1,-1,-1,3,-1,3,,,3,
"4560",0.7409527942,0,-1,-1,-1,-1,0,,,,
"4561",1.1551151992,-1,1,-1,-1,-1,1,1,,,
"4562",1.0715477851,-1,1,-1,-1,-1,1,1,,,
"4563",1.254051333,-1,-1,2,-1,-1,2,,2,,
"4564",1.1848920938,-1,-1,2,-1,-1,2,,2,,
"4565",1.461048778,-1,-1,2,-1,-1,2,,2,,
"4566",1.2737425052,-1,-1,2,-1,-1,2,,2,,
"4567",1.7199156524,-1,-1,-1,3,-1,3,,,3,
"4568",0.9812565562,-1,1,-1,-1,-1,1,1,,,
"4569",0.433633526,0,-1,-1,-1,-1,0,,,,
"4570",0.9215352521,-1,1,-1,-1,-1,1,1,,,
"4571",1.4902715714,-1,-1,2,-1,-1,2,,2,,
"4572",1.0522630566,-1,1,-1,-1,-1,1,1,,,
"4573",1.7089757285,-1,-1,2,-1,-1,2,,2,,
"4574",1.1537807251,-1,1,-1,-1,-1,1,1,,,
"4575",2.543020283,-1,-1,-1,-1,4,4,,,,4
"4576",0.7563676505,0,-1,-1,-1,-1,0,,,,
"4577",1.954150014,-1,-1,-1,3,-1,3,,,3,
"4578",2.4464293206,-1,-1,-1,3,-1,3,,,3,
"4579",2.0674943226,-1,-1,-1,3,-1,3,,,3,
"4580",2.0915079473,-1,-1,-1,3,-1,3,,,3,
"4581",1.1835044735,-1,-1,2,-1,-1,2,,2,,
"4582",0.7678480539,0,-1,-1,-1,-1,0,,,,
"4583",1.4377312106,-1,-1,2,-1,-1,2,,2,,
"4584",0.5994826337,0,-1,-1,-1,-1,0,,,,
"4585",0.3659136062,0,-1,-1,-1,-1,0,,,,
"4586",2.1142637388,-1,-1,-1,3,-1,3,,,3,
"4587",0.7217418944,0,-1,-1,-1,-1,0,,,,
"4588",0.7875392261,0,-1,-1,-1,-1,0,,,,
"4589",0.9633189591,-1,1,-1,-1,-1,1,1,,,
"4590",0.8192372108,-1,1,-1,-1,-1,1,1,,,
"4591",0.8711066402,-1,1,-1,-1,-1,1,1,,,
"4592",0.7764929588,0,-1,-1,-1,-1,0,,,,
"4593",0.8300712942,-1,1,-1,-1,-1,1,1,,,
"4594",0.9205747071,-1,1,-1,-1,-1,1,1,,,
"4595",0.7995460385,-1,1,-1,-1,-1,1,1,,,
"4596",1.4351404876,-1,-1,2,-1,-1,2,,2,,
"4597",1.4447459375,-1,-1,2,-1,-1,2,,2,,
"4598",1.4644371098,-1,-1,2,-1,-1,2,,2,,
"4599",1.3861526932,-1,-1,2,-1,-1,2,,2,,
"4600",1.4798058296,-1,-1,2,-1,-1,2,,2,,
"4601",1.4841282821,-1,-1,2,-1,-1,2,,2,,
"4602",1.87266873,-1,-1,-1,3,-1,3,,,3,
"4603",1.5835446884,-1,-1,2,-1,-1,2,,2,,
"4604",1.6065977681,-1,-1,2,-1,-1,2,,2,,
"4605",1.7708509612,-1,-1,-1,3,-1,3,,,3,
"4606",1.4529105699,-1,-1,2,-1,-1,2,,2,,
"4607",0.887435905,-1,1,-1,-1,-1,1,1,,,
"4608",0.7178997145,0,-1,-1,-1,-1,0,,,,
"4609",0.9367887833,-1,1,-1,-1,-1,1,1,,,
"4610",0.703376351,0,-1,-1,-1,-1,0,,,,
"4611",0.707218531,0,-1,-1,-1,-1,0,,,,
"4612",0.8263261096,-1,1,-1,-1,-1,1,1,,,
"4613",0.6428620168,0,-1,-1,-1,-1,0,,,,
"4614",0.5131884433,0,-1,-1,-1,-1,0,,,,
"4615",0.5948347673,0,-1,-1,-1,-1,0,,,,
"4616",1.479098329,-1,-1,2,-1,-1,2,,2,,
"4617",1.1088415248,-1,1,-1,-1,-1,1,1,,,
"4618",0.8581392828,-1,1,-1,-1,-1,1,1,,,
"4619",0.8221188457,-1,1,-1,-1,-1,1,1,,,
"4620",1.4085315613,-1,-1,2,-1,-1,2,,2,,
"4621",1.5462345808,-1,-1,2,-1,-1,2,,2,,
"4622",1.1893921176,-1,-1,2,-1,-1,2,,2,,
"4623",1.2087382036,-1,-1,2,-1,-1,2,,2,,
"4624",1.0295965633,-1,1,-1,-1,-1,1,1,,,
"4625",0.4264359182,0,-1,-1,-1,-1,0,,,,
"4626",0.4811869826,0,-1,-1,-1,-1,0,,,,
"4627",1.0151883884,-1,1,-1,-1,-1,1,1,,,
"4628",0.8048290359,-1,1,-1,-1,-1,1,1,,,
"4629",0.6972479972,0,-1,-1,-1,-1,0,,,,
"4630",0.8888767224,-1,1,-1,-1,-1,1,1,,,
"4631",0.5895639933,0,-1,-1,-1,-1,0,,,,
"4632",0.2557656211,0,-1,-1,-1,-1,0,,,,
"4633",0.0401232712,0,-1,-1,-1,-1,0,,,,
"4634",0.0425246337,0,-1,-1,-1,-1,0,,,,
"4635",0.1745883303,0,-1,-1,-1,-1,0,,,,
"4636",0.0847773739,0,-1,-1,-1,-1,0,,,,
"4637",0.2221353072,0,-1,-1,-1,-1,0,,,,
"4638",0.1659434254,0,-1,-1,-1,-1,0,,,,
"4639",0.1659434254,0,-1,-1,-1,-1,0,,,,
"4640",0.0636453841,0,-1,-1,-1,-1,0,,,,
"4641",0.2038849524,0,-1,-1,-1,-1,0,,,,
"4642",0.160660428,0,-1,-1,-1,-1,0,,,,
"4643",0.2130101298,0,-1,-1,-1,-1,0,,,,
"4644",0.1424100732,0,-1,-1,-1,-1,0,,,,
"4645",0.2764060991,0,-1,-1,-1,-1,0,,,,
"4646",0.1443311631,0,-1,-1,-1,-1,0,,,,
"4647",0.1981216825,0,-1,-1,-1,-1,0,,,,
"4648",0.2893734564,0,-1,-1,-1,-1,0,,,,
"4649",0.1222386284,0,-1,-1,-1,-1,0,,,,
"4650",0.1107120885,0,-1,-1,-1,-1,0,,,,
"4651",0.9758060439,-1,1,-1,-1,-1,1,1,,,
"4652",2.437209348,-1,-1,-1,3,-1,3,,,3,
"4653",1.9391667714,-1,-1,-1,3,-1,3,,,3,
"4654",0.2255661455,0,-1,-1,-1,-1,0,,,,
"4655",0.3727940164,0,-1,-1,-1,-1,0,,,,
"4656",0.9037651698,-1,1,-1,-1,-1,1,1,,,
"4657",0.797144676,0,-1,-1,-1,-1,0,,,,
"4658",0.9619909612,-1,1,-1,-1,-1,1,1,,,
"4659",1.3241164219,-1,-1,2,-1,-1,2,,2,,
"4660",1.0177025706,-1,1,-1,-1,-1,1,1,,,
"4661",0.7890928633,0,-1,-1,-1,-1,0,,,,
"4662",0.8544099225,-1,1,-1,-1,-1,1,1,,,
"4663",4.0034847848,-1,-1,-1,-1,4,4,,,,4
"4664",5.0091753879,-1,-1,-1,-1,4,4,,,,4
"4665",0.8283623882,-1,1,-1,-1,-1,1,1,,,
"4666",1.1376578745,-1,1,-1,-1,-1,1,1,,,
"4667",0.6866820023,0,-1,-1,-1,-1,0,,,,
"4668",1.2385150983,-1,-1,2,-1,-1,2,,2,,
"4669",1.0713802703,-1,1,-1,-1,-1,1,1,,,
"4670",1.5252377774,-1,-1,2,-1,-1,2,,2,,
"4671",1.0603340029,-1,1,-1,-1,-1,1,1,,,
"4672",0.7841773187,0,-1,-1,-1,-1,0,,,,
"4673",0.7395119767,0,-1,-1,-1,-1,0,,,,
"4674",-0.003412999,0,-1,-1,-1,-1,0,,,,
"4675",0.0724700551,0,-1,-1,-1,-1,0,,,,
"4676",0.0691081476,0,-1,-1,-1,-1,0,,,,
"4677",-0.004373544,0,-1,-1,-1,-1,0,,,,
"4678",0.0369298905,0,-1,-1,-1,-1,0,,,,
"4679",0.0681476026,0,-1,-1,-1,-1,0,,,,
"4680",2.533824731,-1,-1,-1,-1,4,4,,,,4
"4681",1.9032122304,-1,-1,-1,3,-1,3,,,3,
"4682",1.4138145587,-1,-1,2,-1,-1,2,,2,,
"4683",1.2212252885,-1,-1,2,-1,-1,2,,2,,
"4684",0.9412264243,-1,1,-1,-1,-1,1,1,,,
"4685",0.838928383,-1,1,-1,-1,-1,1,1,,,
"4686",0.5276657853,0,-1,-1,-1,-1,0,,,,
"4687",0.4599473636,0,-1,-1,-1,-1,0,,,,
"4688",0.9017980583,-1,1,-1,-1,-1,1,1,,,
"4689",0.6462930914,0,-1,-1,-1,-1,0,,,,
"4690",-0.1243472048,0,-1,-1,-1,-1,0,,,,
"4691",2.2735304699,-1,-1,-1,3,-1,3,,,3,
"4692",2.2970638221,-1,-1,-1,3,-1,3,,,3,
"4693",1.3518594069,-1,-1,2,-1,-1,2,,2,,
"4694",1.3825968466,-1,-1,2,-1,-1,2,,2,,
"4695",0.9892536737,-1,1,-1,-1,-1,1,1,,,
"4696",1.3100756999,-1,-1,2,-1,-1,2,,2,,
"4697",2.1529539274,-1,-1,-1,3,-1,3,,,3,
"4698",1.2855818027,-1,-1,2,-1,-1,2,,2,,
"4699",1.348017227,-1,-1,2,-1,-1,2,,2,,
"4700",1.3196811498,-1,-1,2,-1,-1,2,,2,,
"4701",1.2039354787,-1,-1,2,-1,-1,2,,2,,
"4702",1.0084645735,-1,1,-1,-1,-1,1,1,,,
"4703",1.6611548933,-1,-1,2,-1,-1,2,,2,,
"4704",0.3468622979,0,-1,-1,-1,-1,0,,,,
"4705",0.3545466578,0,-1,-1,-1,-1,0,,,,
"4706",0.3055588634,0,-1,-1,-1,-1,0,,,,
"4707",0.4510814292,0,-1,-1,-1,-1,0,,,,
"4708",0.2853874186,0,-1,-1,-1,-1,0,,,,
"4709",0.580420686,0,-1,-1,-1,-1,0,,,,
"4710",0.4824450972,0,-1,-1,-1,-1,0,,,,
"4711",1.0901108976,-1,1,-1,-1,-1,1,1,,,
"4712",0.6644865024,0,-1,-1,-1,-1,0,,,,
"4713",0.7062702094,0,-1,-1,-1,-1,0,,,,
"4714",0.573715001,0,-1,-1,-1,-1,0,,,,
"4715",0.5713136385,0,-1,-1,-1,-1,0,,,,
"4716",0.8624617353,-1,1,-1,-1,-1,1,1,,,
"4717",1.6305976747,-1,-1,2,-1,-1,2,,2,,
"4718",2.0642837371,-1,-1,-1,3,-1,3,,,3,
"4719",1.1095020184,-1,1,-1,-1,-1,1,1,,,
"4720",0.7279854369,0,-1,-1,-1,-1,0,,,,
"4721",0.8792712726,-1,1,-1,-1,-1,1,1,,,
"4722",1.2130606561,-1,-1,2,-1,-1,2,,2,,
"4723",1.006063211,-1,1,-1,-1,-1,1,1,,,
"4724",0.8024276735,-1,1,-1,-1,-1,1,1,,,
"4725",0.9354631544,-1,1,-1,-1,-1,1,1,,,
"4726",0.9157719821,-1,1,-1,-1,-1,1,1,,,
"4727",0.3410626154,0,-1,-1,-1,-1,0,,,,
"4728",1.736896766,-1,-1,-1,3,-1,3,,,3,
"4729",2.1715433733,-1,-1,-1,3,-1,3,,,3,
"4730",1.3459549556,-1,-1,2,-1,-1,2,,2,,
"4731",0.8869556325,-1,1,-1,-1,-1,1,1,,,
"4732",0.2363396843,0,-1,-1,-1,-1,0,,,,
"4733",0.2810050262,0,-1,-1,-1,-1,0,,,,
"4734",0.2531492216,0,-1,-1,-1,-1,0,,,,
"4735",0.2541097666,0,-1,-1,-1,-1,0,,,,
"4736",0.340078543,0,-1,-1,-1,-1,0,,,,
"4737",0.4452582193,0,-1,-1,-1,-1,0,,,,
"4738",0.8639025527,-1,1,-1,-1,-1,1,1,,,
"4739",3.0523545065,-1,-1,-1,-1,4,4,,,,4
"4740",0.7822562287,0,-1,-1,-1,-1,0,,,,
"4741",0.8533365579,-1,1,-1,-1,-1,1,1,,,
"4742",0.8191342456,-1,1,-1,-1,-1,1,1,,,
"4743",0.3632621228,0,-1,-1,-1,-1,0,,,,
"4744",1.9160515458,-1,-1,-1,3,-1,3,,,3,
"4745",0.8028619245,-1,1,-1,-1,-1,1,1,,,
"4746",2.0837979737,-1,-1,-1,3,-1,3,,,3,
"4747",2.6217031673,-1,-1,-1,-1,4,4,,,,4
"4748",2.7446529258,-1,-1,-1,-1,4,4,,,,4
"4749",2.5064377687,-1,-1,-1,3,-1,3,,,3,
"4750",2.390211825,-1,-1,-1,3,-1,3,,,3,
"4751",2.6308283447,-1,-1,-1,-1,4,4,,,,4
"4752",0.2486192252,0,-1,-1,-1,-1,0,,,,
"4753",0.6900439098,0,-1,-1,-1,-1,0,,,,
"4754",1.1353540452,-1,1,-1,-1,-1,1,1,,,
"4755",0.6938860898,0,-1,-1,-1,-1,0,,,,
"4756",0.6862017298,0,-1,-1,-1,-1,0,,,,
"4757",0.9147084719,-1,1,-1,-1,-1,1,1,,,
"4758",0.3294881328,0,-1,-1,-1,-1,0,,,,
"4759",0.2022159218,0,-1,-1,-1,-1,0,,,,
"4760",0.5850591724,0,-1,-1,-1,-1,0,,,,
"4761",0.5144591157,0,-1,-1,-1,-1,0,,,,
"4762",0.6801531263,0,-1,-1,-1,-1,0,,,,
"4763",1.4527166307,-1,-1,2,-1,-1,2,,2,,
"4764",0.2447742983,0,-1,-1,-1,-1,0,,,,
"4765",0.9373842444,-1,1,-1,-1,-1,1,1,,,
"4766",0.4314216807,0,-1,-1,-1,-1,0,,,,
"4767",0.6785173699,0,-1,-1,-1,-1,0,,,,
"4768",0.8941597199,-1,1,-1,-1,-1,1,1,,,
"4769",0.843731108,-1,1,-1,-1,-1,1,1,,,
"4770",0.7001296322,0,-1,-1,-1,-1,0,,,,
"4771",1.1731980391,-1,-1,2,-1,-1,2,,2,,
"4772",1.473368348,-1,-1,2,-1,-1,2,,2,,
"4773",1.5062361006,-1,-1,2,-1,-1,2,,2,,
"4774",0.5432025894,0,-1,-1,-1,-1,0,,,,
"4775",1.3501550499,-1,-1,2,-1,-1,2,,2,,
"4776",1.389057122,-1,-1,2,-1,-1,2,,2,,
"4777",1.6978723358,-1,-1,2,-1,-1,2,,2,,
"4778",1.5701198523,-1,-1,2,-1,-1,2,,2,,
"4779",0.7923419511,0,-1,-1,-1,-1,0,,,,
"4780",0.6794779149,0,-1,-1,-1,-1,0,,,,
"4781",0.7976249485,0,-1,-1,-1,-1,0,,,,
"4782",0.2150001506,0,-1,-1,-1,-1,0,,,,
"4783",1.4954608827,-1,-1,2,-1,-1,2,,2,,
"4784",0.7397239081,0,-1,-1,-1,-1,0,,,,
"4785",0.7008218361,0,-1,-1,-1,-1,0,,,,
"4786",1.6706753551,-1,-1,2,-1,-1,2,,2,,
"4787",0.6699260951,0,-1,-1,-1,-1,0,,,,
"4788",1.7778611094,-1,-1,-1,3,-1,3,,,3,
"4789",1.0536408884,-1,1,-1,-1,-1,1,1,,,
"4790",0.7985854935,-1,1,-1,-1,-1,1,1,,,
"4791",0.8907978124,-1,1,-1,-1,-1,1,1,,,
"4792",0.8312440231,-1,1,-1,-1,-1,1,1,,,
"4793",1.2526682069,-1,-1,2,-1,-1,2,,2,,
"4794",0.9560178989,-1,1,-1,-1,-1,1,1,,,
"4795",1.1184469747,-1,1,-1,-1,-1,1,1,,,
"4796",0.757282059,0,-1,-1,-1,-1,0,,,,
"4797",0.8927189024,-1,1,-1,-1,-1,1,1,,,
"4798",0.7150180795,0,-1,-1,-1,-1,0,,,,
"4799",-0.0016867035,0,-1,-1,-1,-1,0,,,,
"4800",-0.0208976033,0,-1,-1,-1,-1,0,,,,
"4801",0.7140575345,0,-1,-1,-1,-1,0,,,,
"4802",0.7683283264,0,-1,-1,-1,-1,0,,,,
"4803",0.6895636373,0,-1,-1,-1,-1,0,,,,
"4804",0.7515187891,0,-1,-1,-1,-1,0,,,,
"4805",0.8081909434,-1,1,-1,-1,-1,1,1,,,
"4806",0.712616717,0,-1,-1,-1,-1,0,,,,
"4807",0.800986856,-1,1,-1,-1,-1,1,1,,,
"4808",1.7315591052,-1,-1,-1,3,-1,3,,,3,
"4809",1.5879576294,-1,-1,2,-1,-1,2,,2,,
"4810",1.2519627281,-1,-1,2,-1,-1,2,,2,,
"4811",0.7222221669,0,-1,-1,-1,-1,0,,,,
"4812",0.7356697968,0,-1,-1,-1,-1,0,,,,
"4813",0.8619814628,-1,1,-1,-1,-1,1,1,,,
"4814",1.3552213144,-1,-1,2,-1,-1,2,,2,,
"4815",-0.0173543309,0,-1,-1,-1,-1,0,,,,
"4816",1.5348511853,-1,-1,2,-1,-1,2,,2,,
"4817",1.3259326502,-1,-1,2,-1,-1,2,,2,,
"4818",-0.063650502,0,-1,-1,-1,-1,0,,,,
"4819",-0.2267531384,0,-1,-1,-1,-1,0,,,,
"4820",0.4166531592,0,-1,-1,-1,-1,0,,,,
"4821",0.7524793341,0,-1,-1,-1,-1,0,,,,
"4822",1.1513854059,-1,1,-1,-1,-1,1,1,,,
"4823",0.648731181,0,-1,-1,-1,-1,0,,,,
"4824",1.7232333514,-1,-1,-1,3,-1,3,,,3,
"4825",0.7909011336,0,-1,-1,-1,-1,0,,,,
"4826",0.8056379128,-1,1,-1,-1,-1,1,1,,,
"4827",0.9434761187,-1,1,-1,-1,-1,1,1,,,
"4828",1.8553432527,-1,-1,-1,3,-1,3,,,3,
"4829",1.3573006761,-1,-1,2,-1,-1,2,,2,,
"4830",1.617608368,-1,-1,2,-1,-1,2,,2,,
"4831",1.319359149,-1,-1,2,-1,-1,2,,2,,
"4832",1.8351718079,-1,-1,-1,3,-1,3,,,3,
"4833",0.9052059872,-1,1,-1,-1,-1,1,1,,,
"4834",1.0396822857,-1,1,-1,-1,-1,1,1,,,
"4835",0.8250004807,-1,1,-1,-1,-1,1,1,,,
"4836",0.5583078105,0,-1,-1,-1,-1,0,,,,
"4837",1.4852337245,-1,-1,2,-1,-1,2,,2,,
"4838",0.850313487,-1,1,-1,-1,-1,1,1,,,
"4839",0.7715487979,0,-1,-1,-1,-1,0,,,,
"4840",0.8053093084,-1,1,-1,-1,-1,1,1,,,
"4841",0.6857214574,0,-1,-1,-1,-1,0,,,,
"4842",0.1917597579,0,-1,-1,-1,-1,0,,,,
"4843",1.8695081678,-1,-1,-1,3,-1,3,,,3,
"4844",1.8728700752,-1,-1,-1,3,-1,3,,,3,
"4845",0.9445883318,-1,1,-1,-1,-1,1,1,,,
"4846",0.7423936117,0,-1,-1,-1,-1,0,,,,
"4847",0.9672441798,-1,1,-1,-1,-1,1,1,,,
"4848",0.6115896952,0,-1,-1,-1,-1,0,,,,
"4849",0.930180157,-1,1,-1,-1,-1,1,1,,,
"4850",0.8475732879,-1,1,-1,-1,-1,1,1,,,
"4851",0.9633189591,-1,1,-1,-1,-1,1,1,,,
"4852",0.4489426956,0,-1,-1,-1,-1,0,,,,
"4853",1.30623352,-1,-1,2,-1,-1,2,,2,,
"4854",0.2109421858,0,-1,-1,-1,-1,0,,,,
"4855",3.5460412945,-1,-1,-1,-1,4,4,,,,4
"4856",1.7291704485,-1,-1,-1,3,-1,3,,,3,
"4857",1.9637265647,-1,-1,-1,3,-1,3,,,3,
"4858",1.5017044252,-1,-1,2,-1,-1,2,,2,,
"4859",0.9839706763,-1,1,-1,-1,-1,1,1,,,
"4860",0.922495797,-1,1,-1,-1,-1,1,1,,,
"4861",1.4320649135,-1,-1,2,-1,-1,2,,2,,
"4862",1.89766504,-1,-1,-1,3,-1,3,,,3,
"4863",1.8385915232,-1,-1,-1,3,-1,3,,,3,
"4864",3.3653777825,-1,-1,-1,-1,4,4,,,,4
"4865",0.257337108,0,-1,-1,-1,-1,0,,,,
"4866",0.9522726917,-1,1,-1,-1,-1,1,1,,,
"4867",0.9052059872,-1,1,-1,-1,-1,1,1,,,
"4868",1.9584435672,-1,-1,-1,3,-1,3,,,3,
"4869",0.843731108,-1,1,-1,-1,-1,1,1,,,
"4870",0.8677447327,-1,1,-1,-1,-1,1,1,,,
"4871",0.8542971029,-1,1,-1,-1,-1,1,1,,,
"4872",0.7265446194,0,-1,-1,-1,-1,0,,,,
"4873",0.109124417,0,-1,-1,-1,-1,0,,,,
"4874",0.0817488849,0,-1,-1,-1,-1,0,,,,
"4875",0.0764658874,0,-1,-1,-1,-1,0,,,,
"4876",0.1086441445,0,-1,-1,-1,-1,0,,,,
"4877",-0.0692237603,0,-1,-1,-1,-1,0,,,,
"4878",3.4536379056,-1,-1,-1,-1,4,4,,,,4
"4879",0.6842806399,0,-1,-1,-1,-1,0,,,,
"4880",0.8254807532,-1,1,-1,-1,-1,1,1,,,
"4881",0.6810285558,0,-1,-1,-1,-1,0,,,,
"4882",0.8033706688,-1,1,-1,-1,-1,1,1,,,
